alfalfa_geneid	alfalfa_1_count	alfalfa_4_count	alfalfa_6_count	clover_2_count	clover_3_count	clover_5_count
Cluster-2.36203	2210	2210	2210	2398	2398	2398
Cluster-6636.1	314	314	314	499	499	499
Cluster-2.24994	4994	4994	4994	600	600	600
Cluster-2.30626	2116	2116	2116	3034	3034	3034
Cluster-2.38506	3319	3319	3319	3180	3180	3180
Cluster-12230.1	1790	1790	1790	5440	5440	5440
Cluster-2.23602	1079	1079	1079	2204	2204	2204
Cluster-2.40596	3352	3352	3352	2895	2895	2895
Cluster-2.13015	1613	1613	1613	2800	2800	2800
Cluster-2.39565	3550	3550	3550	1608	1608	1608
Cluster-2.7971	3358	3358	3358	3063	3063	3063
Cluster-2.19478	2124	2124	2124	5452	5452	5452
Cluster-2.17886	7793	7793	7793	4969	4969	4969
Cluster-2.50475	1507	1507	1507	1059	1059	1059
Cluster-2.27396	3372	3372	3372	3028	3028	3028
Cluster-2.47524	1221	1221	1221	2179	2179	2179
Cluster-2.60367	4270	4270	4270	2301	2301	2301
Cluster-2.48855	2227	2227	2227	2445	2445	2445
Cluster-2.38747	2734	2734	2734	2613	2613	2613
Cluster-2.23295	2784	2784	2784	2811	2811	2811
Cluster-2.29005	2168	2168	2168	3320	3320	3320
Cluster-2.53018	1150	1150	1150	1162	1162	1162
Cluster-2.47710	1358	1358	1358	2995	2995	2995
Cluster-9566.0	1081	1081	1081	1290	1290	1290
Cluster-2.36107	3108	3108	3108	3588	3588	3588
Cluster-2.9017	2161	2161	2161	2937	2937	2937
Cluster-2.6154	2205	2205	2205	3324	3324	3324
Cluster-2.57455	6266	6266	6266	7125	7125	7125
Cluster-7686.0	3255	3255	3255	3358	3358	3358
Cluster-2.33209	3167	3167	3167	2154	2154	2154
Cluster-2.45631	2150	2150	2150	1823	1823	1823
Cluster-8685.0	1568	1568	1568	1630	1630	1630
Cluster-2.49456	6413	6413	6413	6951	6951	6951
Cluster-2.7293	3446	3446	3446	6054	6054	6054
Cluster-2.31200	1500	1500	1500	1631	1631	1631
Cluster-2.38626	1319	1319	1319	2012	2012	2012
Cluster-2.55231	4501	4501	4501	6533	6533	6533
Cluster-2.48015	2406	2406	2406	519	519	519
Cluster-2.23069	2774	2774	2774	1814	1814	1814
Cluster-10803.0	1671	1671	1671	1274	1274	1274
Cluster-2.44289	4474	4474	4474	4660	4660	4660
Cluster-2.10432	3779	3779	3779	1534	1534	1534
Cluster-2.57336	5314	5314	5314	21110	21110	21110
Cluster-2.7961	3297	3297	3297	3210	3210	3210
Cluster-2.62406	3005	3005	3005	3319	3319	3319
Cluster-2.45553	1569	1569	1569	1913	1913	1913
Cluster-2.26150	974	974	974	317	317	317
Cluster-2.27996	4577	4577	4577	2453	2453	2453
Cluster-2.36745	4255	4255	4255	1679	1679	1679
Cluster-2.46994	2162	2162	2162	3102	3102	3102
Cluster-2.13807	692	692	692	2770	2770	2770
Cluster-2.30764	1527	1527	1527	1603	1603	1603
Cluster-2.46711	2448	2448	2448	6000	6000	6000
Cluster-2.53357	845	845	845	1702	1702	1702
Cluster-4575.1	3589	3589	3589	2248	2248	2248
Cluster-2.2870	2286	2286	2286	2018	2018	2018
Cluster-2.33451	4137	4137	4137	3796	3796	3796
Cluster-8731.0	3133	3133	3133	4370	4370	4370
Cluster-2.55538	7560	7560	7560	582	582	582
Cluster-2.57877	1699	1699	1699	3455	3455	3455
Cluster-2.2873	2079	2079	2079	1848	1848	1848
Cluster-2.43729	2298	2298	2298	5544	5544	5544
Cluster-2.41566	2513	2513	2513	2098	2098	2098
Cluster-2.22678	3244	3244	3244	2893	2893	2893
Cluster-2.39151	4055	4055	4055	3067	3067	3067
Cluster-8847.0	2168	2168	2168	4243	4243	4243
Cluster-2.40364	7880	7880	7880	5007	5007	5007
Cluster-2.30956	3266	3266	3266	3098	3098	3098
Cluster-2.40949	3926	3926	3926	2338	2338	2338
Cluster-2.15886	693	693	693	2303	2303	2303
Cluster-2.26647	2631	2631	2631	2093	2093	2093
Cluster-3040.0	1031	1031	1031	2389	2389	2389
Cluster-11064.0	1866	1866	1866	2389	2389	2389
Cluster-2.46546	933	933	933	4176	4176	4176
Cluster-2.1992	1131	1131	1131	2869	2869	2869
Cluster-2.46656	947	947	947	3289	3289	3289
Cluster-2.27060	4569	4569	4569	7365	7365	7365
Cluster-2.38983	2692	2692	2692	1457	1457	1457
Cluster-2.45147	4852	4852	4852	1981	1981	1981
Cluster-2.31511	3757	3757	3757	5801	5801	5801
Cluster-2.40042	659	659	659	639	639	639
Cluster-2.31761	3586	3586	3586	1614	1614	1614
Cluster-2.50155	1898	1898	1898	1618	1618	1618
Cluster-2.55124	12471	12471	12471	713	713	713
Cluster-2.33015	7160	7160	7160	4135	4135	4135
Cluster-2.9509	2830	2830	2830	1538	1538	1538
Cluster-2.20453	1842	1842	1842	1505	1505	1505
Cluster-2.26311	4184	4184	4184	4386	4386	4386
Cluster-2.37134	3882	3882	3882	3711	3711	3711
Cluster-2.35298	4449	4449	4449	4766	4766	4766
Cluster-2.48808	19091	19091	19091	8705	8705	8705
Cluster-11915.0	3907	3907	3907	3760	3760	3760
Cluster-2.1167	3059	3059	3059	2244	2244	2244
Cluster-2.57226	3808	3808	3808	3155	3155	3155
Cluster-2.495	5262	5262	5262	3076	3076	3076
Cluster-12401.0	2568	2568	2568	1891	1891	1891
Cluster-2.45171	8749	8749	8749	5731	5731	5731
Cluster-2.2489	1883	1883	1883	4318	4318	4318
Cluster-2.38236	1356	1356	1356	1115	1115	1115
Cluster-2.38597	5799	5799	5799	3692	3692	3692
Cluster-2.53285	2342	2342	2342	1764	1764	1764
Cluster-2.37422	1310	1310	1310	1107	1107	1107
Cluster-2.35699	3900	3900	3900	4029	4029	4029
Cluster-2.37885	2116	2116	2116	2301	2301	2301
Cluster-2.30778	5235	5235	5235	5982	5982	5982
Cluster-2.47312	2209	2209	2209	4094	4094	4094
Cluster-2.60489	2789	2789	2789	908	908	908
Cluster-11100.0	1567	1567	1567	1442	1442	1442
Cluster-2.63146	3698	3698	3698	2661	2661	2661
Cluster-2.15283	722	722	722	1880	1880	1880
Cluster-2.52855	6262	6262	6262	7770	7770	7770
Cluster-2.13878	3349	3349	3349	3271	3271	3271
Cluster-2.35406	2037	2037	2037	1101	1101	1101
Cluster-2.28340	2791	2791	2791	1582	1582	1582
Cluster-8149.3	2405	2405	2405	1896	1896	1896
Cluster-2.38807	5753	5753	5753	4768	4768	4768
Cluster-2.14566	2996	2996	2996	2944	2944	2944
Cluster-11269.1	3622	3622	3622	3338	3338	3338
Cluster-2.14416	1290	1290	1290	2345	2345	2345
Cluster-2379.2	2410	2410	2410	2849	2849	2849
Cluster-2.25055	2839	2839	2839	5827	5827	5827
Cluster-2.5198	1514	1514	1514	1712	1712	1712
Cluster-2.26845	6193	6193	6193	3805	3805	3805
Cluster-2.5121	1072	1072	1072	2062	2062	2062
Cluster-2.16995	1345	1345	1345	1498	1498	1498
Cluster-11934.0	2888	2888	2888	4236	4236	4236
Cluster-2.8354	2171	2171	2171	3959	3959	3959
Cluster-2.61579	3751	3751	3751	4135	4135	4135
Cluster-2.39798	898	898	898	1388	1388	1388
Cluster-2.43439	3032	3032	3032	4095	4095	4095
Cluster-2.281	2941	2941	2941	2187	2187	2187
Cluster-7997.2	4739	4739	4739	6596	6596	6596
Cluster-2.43230	1079	1079	1079	1276	1276	1276
Cluster-2.34261	2417	2417	2417	4559	4559	4559
Cluster-2.58206	1858	1858	1858	2442	2442	2442
Cluster-2.45347	1476	1476	1476	1184	1184	1184
Cluster-2.43341	1844	1844	1844	1142	1142	1142
Cluster-2.61897	5610	5610	5610	3837	3837	3837
Cluster-7871.0	2166	2166	2166	2748	2748	2748
Cluster-2.38653	1208	1208	1208	3321	3321	3321
Cluster-7490.0	3916	3916	3916	3054	3054	3054
Cluster-2.43588	2279	2279	2279	620	620	620
Cluster-2.29870	4616	4616	4616	3972	3972	3972
Cluster-2.22925	510	510	510	302	302	302
Cluster-3016.0	1506	1506	1506	1566	1566	1566
Cluster-2.1621	2292	2292	2292	2168	2168	2168
Cluster-2.41443	1628	1628	1628	3508	3508	3508
Cluster-2.53314	1780	1780	1780	2324	2324	2324
Cluster-2.26265	2918	2918	2918	3157	3157	3157
Cluster-2.13415	1280	1280	1280	4570	4570	4570
Cluster-2.27537	1596	1596	1596	4570	4570	4570
Cluster-6801.0	1340	1340	1340	1460	1460	1460
Cluster-2.53720	2061	2061	2061	1652	1652	1652
Cluster-2.34961	2753	2753	2753	2779	2779	2779
Cluster-2.44837	3102	3102	3102	12008	12008	12008
Cluster-2.54516	984	984	984	896	896	896
Cluster-2.15008	1312	1312	1312	1022	1022	1022
Cluster-2.55164	4621	4621	4621	1774	1774	1774
Cluster-1194.0	4687	4687	4687	5182	5182	5182
Cluster-2.63412	872	872	872	1152	1152	1152
Cluster-2.62542	1972	1972	1972	2427	2427	2427
Cluster-2.9608	2198	2198	2198	1389	1389	1389
Cluster-2.41138	4888	4888	4888	2650	2650	2650
Cluster-2.48873	3256	3256	3256	1939	1939	1939
Cluster-2.19325	2347	2347	2347	1031	1031	1031
Cluster-2.34804	1080	1080	1080	1375	1375	1375
Cluster-2.2031	1956	1956	1956	2251	2251	2251
Cluster-2.56463	5589	5589	5589	4426	4426	4426
Cluster-2.59627	3809	3809	3809	3737	3737	3737
Cluster-2.21976	3972	3972	3972	2554	2554	2554
Cluster-2.14897	3077	3077	3077	3220	3220	3220
Cluster-2.44322	1833	1833	1833	1948	1948	1948
Cluster-2.31374	2026	2026	2026	2038	2038	2038
Cluster-2.53183	4034	4034	4034	1810	1810	1810
Cluster-2.19896	5010	5010	5010	5523	5523	5523
Cluster-2.38184	3433	3433	3433	840	840	840
Cluster-2.43485	4601	4601	4601	6598	6598	6598
Cluster-2.27803	3754	3754	3754	9863	9863	9863
Cluster-2.22438	889	889	889	1351	1351	1351
Cluster-11965.0	3242	3242	3242	2333	2333	2333
Cluster-2.62205	2584	2584	2584	3241	3241	3241
Cluster-2.61393	1706	1706	1706	1675	1675	1675
Cluster-2.52333	4449	4449	4449	2320	2320	2320
Cluster-11862.0	1788	1788	1788	1670	1670	1670
Cluster-2.6380	2681	2681	2681	2305	2305	2305
Cluster-9977.0	1725	1725	1725	1479	1479	1479
Cluster-2.22550	1734	1734	1734	2123	2123	2123
Cluster-2.28397	970	970	970	1090	1090	1090
Cluster-2.49489	2860	2860	2860	1515	1515	1515
Cluster-2.29007	3130	3130	3130	1358	1358	1358
Cluster-2.44885	2007	2007	2007	3082	3082	3082
Cluster-2.5166	1060	1060	1060	922	922	922
Cluster-2.4600	2452	2452	2452	1519	1519	1519
Cluster-2.42272	2256	2256	2256	2155	2155	2155
Cluster-2.56506	3095	3095	3095	1288	1288	1288
Cluster-2.59458	6145	6145	6145	4464	4464	4464
Cluster-2.50142	2001	2001	2001	996	996	996
Cluster-2.47590	2920	2920	2920	2780	2780	2780
Cluster-2.33708	2430	2430	2430	921	921	921
Cluster-2.5855	2924	2924	2924	2385	2385	2385
Cluster-2.59369	2259	2259	2259	2257	2257	2257
Cluster-2.56326	5249	5249	5249	6610	6610	6610
Cluster-2.63073	3059	3059	3059	2579	2579	2579
Cluster-2.39046	940	940	940	2970	2970	2970
Cluster-2.32221	5579	5579	5579	2970	2970	2970
Cluster-4891.0	931	931	931	1432	1432	1432
Cluster-2.24580	2991	2991	2991	3122	3122	3122
Cluster-2.43076	473	473	473	1226	1226	1226
Cluster-2.21625	981	981	981	1226	1226	1226
Cluster-2.22738	4136	4136	4136	2300	2300	2300
Cluster-2.43185	2574	2574	2574	1574	1574	1574
Cluster-2.9079	1908	1908	1908	992	992	992
Cluster-2.60377	3767	3767	3767	2140	2140	2140
Cluster-2.8379	1673	1673	1673	2143	2143	2143
Cluster-2388.0	944	944	944	1480	1480	1480
Cluster-12146.1	3630	3630	3630	3571	3571	3571
Cluster-2.41903	7590	7590	7590	5069	5069	5069
Cluster-2.44176	4976	4976	4976	4182	4182	4182
Cluster-9995.0	2240	2240	2240	2298	2298	2298
Cluster-11076.1	1149	1149	1149	1445	1445	1445
Cluster-2.49482	3126	3126	3126	3216	3216	3216
Cluster-2.35243	2646	2646	2646	2001	2001	2001
Cluster-2.60124	3138	3138	3138	2689	2689	2689
Cluster-2.38847	4417	4417	4417	2847	2847	2847
Cluster-2.4645	1239	1239	1239	2792	2792	2792
Cluster-2.51042	1624	1624	1624	1831	1831	1831
Cluster-2.62849	4726	4726	4726	6353	6353	6353
Cluster-2.36666	1407	1407	1407	1962	1962	1962
Cluster-2.32407	2828	2828	2828	2204	2204	2204
Cluster-8605.0	2121	2121	2121	2468	2468	2468
Cluster-2.59391	2483	2483	2483	942	942	942
Cluster-2.22232	1453	1453	1453	1452	1452	1452
Cluster-2.53484	4057	4057	4057	4179	4179	4179
Cluster-2.59167	10831	10831	10831	8372	8372	8372
Cluster-2.62896	5346	5346	5346	5950	5950	5950
Cluster-2.45796	2452	2452	2452	3085	3085	3085
Cluster-2.5237	5051	5051	5051	5099	5099	5099
Cluster-2.60485	2830	2830	2830	2883	2883	2883
Cluster-2.40573	2021	2021	2021	815	815	815
Cluster-2.60925	2319	2319	2319	2074	2074	2074
Cluster-12032.0	1628	1628	1628	1237	1237	1237
Cluster-2.31115	2598	2598	2598	2101	2101	2101
Cluster-2.42473	485	485	485	2684	2684	2684
Cluster-2.53957	1263	1263	1263	2840	2840	2840
Cluster-2.42474	669	669	669	2840	2840	2840
Cluster-2.36860	1294	1294	1294	1063	1063	1063
Cluster-2.53090	1322	1322	1322	1117	1117	1117
Cluster-12018.0	1994	1994	1994	1993	1993	1993
Cluster-2.36570	2472	2472	2472	1711	1711	1711
Cluster-2.29947	2052	2052	2052	2014	2014	2014
Cluster-2.25355	1246	1246	1246	1774	1774	1774
Cluster-2.35116	2172	2172	2172	3510	3510	3510
Cluster-2.31840	1910	1910	1910	2591	2591	2591
Cluster-2.44506	1056	1056	1056	2464	2464	2464
Cluster-1632.0	1183	1183	1183	3461	3461	3461
Cluster-2.16718	4970	4970	4970	5153	5153	5153
Cluster-2.52095	2699	2699	2699	1265	1265	1265
Cluster-2.17482	2218	2218	2218	1327	1327	1327
Cluster-8238.1	1224	1224	1224	1155	1155	1155
Cluster-2.50368	1787	1787	1787	1803	1803	1803
Cluster-2.34623	1517	1517	1517	1283	1283	1283
Cluster-2.29113	3317	3317	3317	3333	3333	3333
Cluster-2.36611	6717	6717	6717	5408	5408	5408
Cluster-2.50388	3288	3288	3288	1903	1903	1903
Cluster-2.46581	2913	2913	2913	1818	1818	1818
Cluster-2.41709	3862	3862	3862	3798	3798	3798
Cluster-2.58193	1327	1327	1327	1184	1184	1184
Cluster-2.50795	3475	3475	3475	2416	2416	2416
Cluster-2.1817	4510	4510	4510	3917	3917	3917
Cluster-2.27938	1273	1273	1273	1632	1632	1632
Cluster-2.34420	1409	1409	1409	1019	1019	1019
Cluster-2.29046	1797	1797	1797	918	918	918
Cluster-2.918	2246	2246	2246	3175	3175	3175
Cluster-2.8858	3205	3205	3205	3582	3582	3582
Cluster-2.4199	3794	3794	3794	3214	3214	3214
Cluster-2.29301	2636	2636	2636	4917	4917	4917
Cluster-2.21155	2354	2354	2354	1645	1645	1645
Cluster-1270.0	834	834	834	2042	2042	2042
Cluster-2.376	1474	1474	1474	9643	9643	9643
Cluster-2.25507	3083	3083	3083	3333	3333	3333
Cluster-2.37482	3364	3364	3364	2991	2991	2991
Cluster-2.43234	1159	1159	1159	898	898	898
Cluster-11552.0	3501	3501	3501	3815	3815	3815
Cluster-2.56026	3515	3515	3515	2970	2970	2970
Cluster-2.13924	3036	3036	3036	2536	2536	2536
