alfalfa_geneid	alfalfa_1_count	alfalfa_4_count	alfalfa_6_count	clover_2_count	clover_3_count	clover_5_count
Cluster-2.19851	2295.5	2295.5	2295.5	2295.5	2295.5	2295.5
Cluster-2.32767	2880.5	2880.5	2880.5	2880.5	2880.5	2880.5
Cluster-2.16420	5152.5	5152.5	5152.5	5152.5	5152.5	5152.5
Cluster-2.56720	4505.5	4505.5	4505.5	4505.5	4505.5	4505.5
Cluster-2.51498	2281.0	2281.0	2281.0	2281.0	2281.0	2281.0
Cluster-12560.0	4316.0	4316.0	4316.0	4316.0	4316.0	4316.0
Cluster-2.43803	2111.5	2111.5	2111.5	2111.5	2111.5	2111.5
Cluster-2.43466	4493.5	4493.5	4493.5	4493.5	4493.5	4493.5
Cluster-2.13398	4864.5	4864.5	4864.5	4864.5	4864.5	4864.5
Cluster-2.46613	2628.0	2628.0	2628.0	2628.0	2628.0	2628.0
Cluster-2.42031	2723.0	2723.0	2723.0	2723.0	2723.0	2723.0
Cluster-2.23445	2673.5	2673.5	2673.5	2673.5	2673.5	2673.5
Cluster-2.60718	828.5	828.5	828.5	828.5	828.5	828.5
Cluster-2.7950	2665.5	2665.5	2665.5	2665.5	2665.5	2665.5
Cluster-2.53189	1920.0	1920.0	1920.0	1920.0	1920.0	1920.0
Cluster-2.17506	2248.0	2248.0	2248.0	2248.0	2248.0	2248.0
Cluster-2.30314	4030.0	4030.0	4030.0	4030.0	4030.0	4030.0
Cluster-2.4253	2947.0	2947.0	2947.0	2947.0	2947.0	2947.0
Cluster-2.7743	3132.5	3132.5	3132.5	3132.5	3132.5	3132.5
Cluster-2.14265	2761.0	2761.0	2761.0	2761.0	2761.0	2761.0
Cluster-2.58925	2159.0	2159.0	2159.0	2159.0	2159.0	2159.0
Cluster-8818.1	1752.5	1752.5	1752.5	1752.5	1752.5	1752.5
Cluster-2.32393	2438.0	2438.0	2438.0	2438.0	2438.0	2438.0
Cluster-2.49683	3367.0	3367.0	3367.0	3367.0	3367.0	3367.0
Cluster-8499.0	1430.5	1430.5	1430.5	1430.5	1430.5	1430.5
Cluster-2.54131	771.5	771.5	771.5	771.5	771.5	771.5
Cluster-2.9613	10188.0	10188.0	10188.0	10188.0	10188.0	10188.0
Cluster-2.377	5979.0	5979.0	5979.0	5979.0	5979.0	5979.0
Cluster-2.43508	4587.0	4587.0	4587.0	4587.0	4587.0	4587.0
Cluster-2.26960	3321.5	3321.5	3321.5	3321.5	3321.5	3321.5
Cluster-2.47735	1972.5	1972.5	1972.5	1972.5	1972.5	1972.5
Cluster-2.35567	2157.0	2157.0	2157.0	2157.0	2157.0	2157.0
Cluster-2.52209	3876.5	3876.5	3876.5	3876.5	3876.5	3876.5
Cluster-2.63474	1928.5	1928.5	1928.5	1928.5	1928.5	1928.5
Cluster-2.60086	2182.0	2182.0	2182.0	2182.0	2182.0	2182.0
Cluster-2.27776	2975.5	2975.5	2975.5	2975.5	2975.5	2975.5
Cluster-11900.2	4590.0	4590.0	4590.0	4590.0	4590.0	4590.0
Cluster-9314.0	1599.5	1599.5	1599.5	1599.5	1599.5	1599.5
Cluster-2.15741	5854.5	5854.5	5854.5	5854.5	5854.5	5854.5
Cluster-2.40731	18052.5	18052.5	18052.5	18052.5	18052.5	18052.5
Cluster-2.41717	4128.5	4128.5	4128.5	4128.5	4128.5	4128.5
Cluster-2.61939	3598.5	3598.5	3598.5	3598.5	3598.5	3598.5
Cluster-2.37584	3506.5	3506.5	3506.5	3506.5	3506.5	3506.5
Cluster-2.38195	1127.0	1127.0	1127.0	1127.0	1127.0	1127.0
Cluster-2.50281	3694.5	3694.5	3694.5	3694.5	3694.5	3694.5
Cluster-2.52718	4503.0	4503.0	4503.0	4503.0	4503.0	4503.0
Cluster-2.38305	21663.0	21663.0	21663.0	21663.0	21663.0	21663.0
Cluster-13053.0	2377.0	2377.0	2377.0	2377.0	2377.0	2377.0
Cluster-7367.5	7761.5	7761.5	7761.5	7761.5	7761.5	7761.5
Cluster-2.28351	916.0	916.0	916.0	916.0	916.0	916.0
Cluster-2.39874	5838.5	5838.5	5838.5	5838.5	5838.5	5838.5
Cluster-2.18032	4480.0	4480.0	4480.0	4480.0	4480.0	4480.0
Cluster-2.43689	1871.5	1871.5	1871.5	1871.5	1871.5	1871.5
Cluster-6550.1	1763.0	1763.0	1763.0	1763.0	1763.0	1763.0
Cluster-2.60728	4986.0	4986.0	4986.0	4986.0	4986.0	4986.0
Cluster-2.35557	2698.5	2698.5	2698.5	2698.5	2698.5	2698.5
Cluster-2.36894	5658.5	5658.5	5658.5	5658.5	5658.5	5658.5
Cluster-2.49090	2410.0	2410.0	2410.0	2410.0	2410.0	2410.0
Cluster-2.7650	3841.0	3841.0	3841.0	3841.0	3841.0	3841.0
Cluster-2.43027	2060.0	2060.0	2060.0	2060.0	2060.0	2060.0
Cluster-2.2782	5538.0	5538.0	5538.0	5538.0	5538.0	5538.0
Cluster-2.15018	1472.0	1472.0	1472.0	1472.0	1472.0	1472.0
Cluster-8224.1	1523.0	1523.0	1523.0	1523.0	1523.0	1523.0
Cluster-8224.0	2021.5	2021.5	2021.5	2021.5	2021.5	2021.5
Cluster-2.26576	2323.5	2323.5	2323.5	2323.5	2323.5	2323.5
Cluster-2.26628	4147.5	4147.5	4147.5	4147.5	4147.5	4147.5
Cluster-10195.7	3869.5	3869.5	3869.5	3869.5	3869.5	3869.5
Cluster-2.29219	1797.5	1797.5	1797.5	1797.5	1797.5	1797.5
Cluster-7251.2	1645.0	1645.0	1645.0	1645.0	1645.0	1645.0
Cluster-2.28135	4124.5	4124.5	4124.5	4124.5	4124.5	4124.5
Cluster-2.36203	2304.0	2304.0	2304.0	2304.0	2304.0	2304.0
Cluster-6636.1	406.5	406.5	406.5	406.5	406.5	406.5
Cluster-2.24994	2797.0	2797.0	2797.0	2797.0	2797.0	2797.0
Cluster-2.30626	2575.0	2575.0	2575.0	2575.0	2575.0	2575.0
Cluster-2.38506	3249.5	3249.5	3249.5	3249.5	3249.5	3249.5
Cluster-12230.1	3615.0	3615.0	3615.0	3615.0	3615.0	3615.0
Cluster-2.23602	1641.5	1641.5	1641.5	1641.5	1641.5	1641.5
Cluster-2.40596	3123.5	3123.5	3123.5	3123.5	3123.5	3123.5
Cluster-2.13015	2206.5	2206.5	2206.5	2206.5	2206.5	2206.5
Cluster-2.39565	2579.0	2579.0	2579.0	2579.0	2579.0	2579.0
Cluster-2.7971	3210.5	3210.5	3210.5	3210.5	3210.5	3210.5
Cluster-2.19478	3788.0	3788.0	3788.0	3788.0	3788.0	3788.0
Cluster-2.17886	6381.0	6381.0	6381.0	6381.0	6381.0	6381.0
Cluster-2.50475	1283.0	1283.0	1283.0	1283.0	1283.0	1283.0
Cluster-2.27396	3200.0	3200.0	3200.0	3200.0	3200.0	3200.0
Cluster-2.47524	1700.0	1700.0	1700.0	1700.0	1700.0	1700.0
Cluster-2.60367	3285.5	3285.5	3285.5	3285.5	3285.5	3285.5
Cluster-2.48855	2336.0	2336.0	2336.0	2336.0	2336.0	2336.0
Cluster-2.38747	2673.5	2673.5	2673.5	2673.5	2673.5	2673.5
Cluster-2.23295	2797.5	2797.5	2797.5	2797.5	2797.5	2797.5
Cluster-2.29005	2744.0	2744.0	2744.0	2744.0	2744.0	2744.0
Cluster-2.53018	1156.0	1156.0	1156.0	1156.0	1156.0	1156.0
Cluster-2.47710	2176.5	2176.5	2176.5	2176.5	2176.5	2176.5
Cluster-9566.0	1185.5	1185.5	1185.5	1185.5	1185.5	1185.5
Cluster-2.36107	3348.0	3348.0	3348.0	3348.0	3348.0	3348.0
Cluster-2.9017	2549.0	2549.0	2549.0	2549.0	2549.0	2549.0
Cluster-2.6154	2764.5	2764.5	2764.5	2764.5	2764.5	2764.5
Cluster-2.57455	6695.5	6695.5	6695.5	6695.5	6695.5	6695.5
Cluster-7686.0	3306.5	3306.5	3306.5	3306.5	3306.5	3306.5
Cluster-2.33209	2660.5	2660.5	2660.5	2660.5	2660.5	2660.5
Cluster-2.45631	1986.5	1986.5	1986.5	1986.5	1986.5	1986.5
Cluster-8685.0	1599.0	1599.0	1599.0	1599.0	1599.0	1599.0
Cluster-2.49456	6682.0	6682.0	6682.0	6682.0	6682.0	6682.0
Cluster-2.7293	4750.0	4750.0	4750.0	4750.0	4750.0	4750.0
Cluster-2.31200	1565.5	1565.5	1565.5	1565.5	1565.5	1565.5
Cluster-2.38626	1665.5	1665.5	1665.5	1665.5	1665.5	1665.5
Cluster-2.55231	5517.0	5517.0	5517.0	5517.0	5517.0	5517.0
Cluster-2.48015	1462.5	1462.5	1462.5	1462.5	1462.5	1462.5
Cluster-2.23069	2294.0	2294.0	2294.0	2294.0	2294.0	2294.0
Cluster-10803.0	1472.5	1472.5	1472.5	1472.5	1472.5	1472.5
Cluster-2.44289	4567.0	4567.0	4567.0	4567.0	4567.0	4567.0
Cluster-2.10432	2656.5	2656.5	2656.5	2656.5	2656.5	2656.5
Cluster-2.57336	13212.0	13212.0	13212.0	13212.0	13212.0	13212.0
Cluster-2.7961	3253.5	3253.5	3253.5	3253.5	3253.5	3253.5
Cluster-2.62406	3162.0	3162.0	3162.0	3162.0	3162.0	3162.0
Cluster-2.45553	1741.0	1741.0	1741.0	1741.0	1741.0	1741.0
Cluster-2.26150	645.5	645.5	645.5	645.5	645.5	645.5
Cluster-2.27996	3515.0	3515.0	3515.0	3515.0	3515.0	3515.0
Cluster-2.36745	2967.0	2967.0	2967.0	2967.0	2967.0	2967.0
Cluster-2.46994	2632.0	2632.0	2632.0	2632.0	2632.0	2632.0
Cluster-2.13807	1731.0	1731.0	1731.0	1731.0	1731.0	1731.0
Cluster-2.30764	1565.0	1565.0	1565.0	1565.0	1565.0	1565.0
Cluster-2.46711	4224.0	4224.0	4224.0	4224.0	4224.0	4224.0
Cluster-2.53357	1273.5	1273.5	1273.5	1273.5	1273.5	1273.5
Cluster-4575.1	2918.5	2918.5	2918.5	2918.5	2918.5	2918.5
Cluster-2.2870	2152.0	2152.0	2152.0	2152.0	2152.0	2152.0
Cluster-2.33451	3966.5	3966.5	3966.5	3966.5	3966.5	3966.5
Cluster-8731.0	3751.5	3751.5	3751.5	3751.5	3751.5	3751.5
Cluster-2.55538	4071.0	4071.0	4071.0	4071.0	4071.0	4071.0
Cluster-2.57877	2577.0	2577.0	2577.0	2577.0	2577.0	2577.0
Cluster-2.2873	1963.5	1963.5	1963.5	1963.5	1963.5	1963.5
Cluster-2.43729	3921.0	3921.0	3921.0	3921.0	3921.0	3921.0
Cluster-2.41566	2305.5	2305.5	2305.5	2305.5	2305.5	2305.5
Cluster-2.22678	3068.5	3068.5	3068.5	3068.5	3068.5	3068.5
Cluster-2.39151	3561.0	3561.0	3561.0	3561.0	3561.0	3561.0
Cluster-8847.0	3205.5	3205.5	3205.5	3205.5	3205.5	3205.5
Cluster-2.40364	6443.5	6443.5	6443.5	6443.5	6443.5	6443.5
Cluster-2.30956	3182.0	3182.0	3182.0	3182.0	3182.0	3182.0
Cluster-2.40949	3132.0	3132.0	3132.0	3132.0	3132.0	3132.0
Cluster-2.15886	1498.0	1498.0	1498.0	1498.0	1498.0	1498.0
Cluster-2.26647	2362.0	2362.0	2362.0	2362.0	2362.0	2362.0
Cluster-3040.0	1710.0	1710.0	1710.0	1710.0	1710.0	1710.0
Cluster-11064.0	2127.5	2127.5	2127.5	2127.5	2127.5	2127.5
Cluster-2.46546	2554.5	2554.5	2554.5	2554.5	2554.5	2554.5
Cluster-2.1992	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0
Cluster-2.46656	2118.0	2118.0	2118.0	2118.0	2118.0	2118.0
Cluster-2.27060	5967.0	5967.0	5967.0	5967.0	5967.0	5967.0
Cluster-2.38983	2074.5	2074.5	2074.5	2074.5	2074.5	2074.5
Cluster-2.45147	3416.5	3416.5	3416.5	3416.5	3416.5	3416.5
Cluster-2.31511	4779.0	4779.0	4779.0	4779.0	4779.0	4779.0
Cluster-2.40042	649.0	649.0	649.0	649.0	649.0	649.0
Cluster-2.31761	2600.0	2600.0	2600.0	2600.0	2600.0	2600.0
Cluster-2.50155	1758.0	1758.0	1758.0	1758.0	1758.0	1758.0
Cluster-2.55124	6592.0	6592.0	6592.0	6592.0	6592.0	6592.0
Cluster-2.33015	5647.5	5647.5	5647.5	5647.5	5647.5	5647.5
Cluster-2.9509	2184.0	2184.0	2184.0	2184.0	2184.0	2184.0
Cluster-2.20453	1673.5	1673.5	1673.5	1673.5	1673.5	1673.5
Cluster-2.26311	4285.0	4285.0	4285.0	4285.0	4285.0	4285.0
Cluster-2.37134	3796.5	3796.5	3796.5	3796.5	3796.5	3796.5
Cluster-2.35298	4607.5	4607.5	4607.5	4607.5	4607.5	4607.5
Cluster-2.48808	13898.0	13898.0	13898.0	13898.0	13898.0	13898.0
Cluster-11915.0	3833.5	3833.5	3833.5	3833.5	3833.5	3833.5
Cluster-2.1167	2651.5	2651.5	2651.5	2651.5	2651.5	2651.5
Cluster-2.57226	3481.5	3481.5	3481.5	3481.5	3481.5	3481.5
Cluster-2.495	4169.0	4169.0	4169.0	4169.0	4169.0	4169.0
Cluster-12401.0	2229.5	2229.5	2229.5	2229.5	2229.5	2229.5
Cluster-2.45171	7240.0	7240.0	7240.0	7240.0	7240.0	7240.0
Cluster-2.2489	3100.5	3100.5	3100.5	3100.5	3100.5	3100.5
Cluster-2.38236	1235.5	1235.5	1235.5	1235.5	1235.5	1235.5
Cluster-2.38597	4745.5	4745.5	4745.5	4745.5	4745.5	4745.5
Cluster-2.53285	2053.0	2053.0	2053.0	2053.0	2053.0	2053.0
Cluster-2.37422	1208.5	1208.5	1208.5	1208.5	1208.5	1208.5
Cluster-2.35699	3964.5	3964.5	3964.5	3964.5	3964.5	3964.5
Cluster-2.37885	2208.5	2208.5	2208.5	2208.5	2208.5	2208.5
Cluster-2.30778	5608.5	5608.5	5608.5	5608.5	5608.5	5608.5
Cluster-2.47312	3151.5	3151.5	3151.5	3151.5	3151.5	3151.5
Cluster-2.60489	1848.5	1848.5	1848.5	1848.5	1848.5	1848.5
Cluster-11100.0	1504.5	1504.5	1504.5	1504.5	1504.5	1504.5
Cluster-2.63146	3179.5	3179.5	3179.5	3179.5	3179.5	3179.5
Cluster-2.15283	1301.0	1301.0	1301.0	1301.0	1301.0	1301.0
Cluster-2.52855	7016.0	7016.0	7016.0	7016.0	7016.0	7016.0
Cluster-2.13878	3310.0	3310.0	3310.0	3310.0	3310.0	3310.0
Cluster-2.35406	1569.0	1569.0	1569.0	1569.0	1569.0	1569.0
Cluster-2.28340	2186.5	2186.5	2186.5	2186.5	2186.5	2186.5
Cluster-8149.3	2150.5	2150.5	2150.5	2150.5	2150.5	2150.5
Cluster-2.38807	5260.5	5260.5	5260.5	5260.5	5260.5	5260.5
Cluster-2.14566	2970.0	2970.0	2970.0	2970.0	2970.0	2970.0
Cluster-11269.1	3480.0	3480.0	3480.0	3480.0	3480.0	3480.0
Cluster-2.14416	1817.5	1817.5	1817.5	1817.5	1817.5	1817.5
Cluster-2379.2	2629.5	2629.5	2629.5	2629.5	2629.5	2629.5
Cluster-2.25055	4333.0	4333.0	4333.0	4333.0	4333.0	4333.0
Cluster-2.5198	1613.0	1613.0	1613.0	1613.0	1613.0	1613.0
Cluster-2.26845	4999.0	4999.0	4999.0	4999.0	4999.0	4999.0
Cluster-2.5121	1567.0	1567.0	1567.0	1567.0	1567.0	1567.0
Cluster-2.16995	1421.5	1421.5	1421.5	1421.5	1421.5	1421.5
Cluster-11934.0	3562.0	3562.0	3562.0	3562.0	3562.0	3562.0
Cluster-2.8354	3065.0	3065.0	3065.0	3065.0	3065.0	3065.0
Cluster-2.61579	3943.0	3943.0	3943.0	3943.0	3943.0	3943.0
Cluster-2.39798	1143.0	1143.0	1143.0	1143.0	1143.0	1143.0
Cluster-2.43439	3563.5	3563.5	3563.5	3563.5	3563.5	3563.5
